0.0618048 , 0.998088
0.0618048 , 0.998088
0.0618048 , 0.998088
0.0607866 , 0.998151
0.0624447 , 0.998048
0.0593961 , 0.998234
0.0627025 , 0.998032
0.0576414 , 0.998337
0.0625768 , 0.99804
0.0555329 , 0.998457
0.0620682 , 0.998072
0.053083 , 0.99859
0.0611798 , 0.998127
0.0503063 , 0.998734
0.0599168 , 0.998203
0.0472193 , 0.998885
0.0582865 , 0.9983
0.0438406 , 0.999039
0.0562987 , 0.998414
0.0401905 , 0.999192
0.0539649 , 0.998543
0.0362912 , 0.999341
0.051299 , 0.998683
0.0321663 , 0.999483
0.0483169 , 0.998832
0.0278413 , 0.999612
0.0450365 , 0.998985
0.0233427 , 0.999728
0.0414775 , 0.999139
0.0186984 , 0.999825
0.0376615 , 0.999291
0.0139373 , 0.999903
0.0336116 , 0.999435
0.00908884 , 0.999959
0.0293526 , 0.999569
0.00418349 , 0.999991
0.0249107 , 0.99969
-0.000748117 , 1
0.0203134 , 0.999794
-0.0056751 , 0.999984
0.0155892 , 0.999878
-0.0105666 , 0.999944
0.0107674 , 0.999942
-0.015392 , 0.999882
0.00587826 , 0.999983
-0.0201213 , 0.999798
0.000952213 , 1
-0.0247248 , 0.999694
-0.00397985 , 0.999992
-0.0291741 , 0.999574
-0.00888706 , 0.999961
-0.0334417 , 0.999441
-0.0137387 , 0.999906
-0.0375012 , 0.999297
-0.0185044 , 0.999829
-0.0413278 , 0.999146
-0.0231546 , 0.999732
-0.0448982 , 0.998992
-0.0276602 , 0.999617
-0.0481907 , 0.998838
-0.0319934 , 0.999488
-0.0511855 , 0.998689
-0.0361275 , 0.999347
-0.0538647 , 0.998548
-0.040037 , 0.999198
-0.0562123 , 0.998419
-0.0436982 , 0.999045
-0.0582144 , 0.998304
-0.0470888 , 0.998891
-0.0598592 , 0.998207
-0.0501884 , 0.99874
-0.061137 , 0.998129
-0.0529782 , 0.998596
-0.0620403 , 0.998074
-0.0554418 , 0.998462
-0.062564 , 0.998041
-0.0575644 , 0.998342
1 , -0
-0.0593335 , 0.998238
1 , -0
-0.0607387 , 0.998154
1 , -0
-0.0617717 , 0.99809
1 , -0
-0.0624267 , 0.99805
1 , -0
-0.0626996 , 0.998032
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
1 , -0
-1 , -0
-0.0627048 , -0.998032
-1 , -0
-0.0624621 , -0.998047
-1 , -0
-0.0618372 , -0.998086
-1 , -0
-0.0608339 , -0.998148
-1 , -0
-0.0594579 , -0.998231
-0.0577174 , -0.998333
-0.0556226 , -0.998452
-0.053186 , -0.998585
-0.0504219 , -0.998728
-0.0473468 , -0.998879
-0.0439792 , -0.999032
-0.0403394 , -0.999186
-0.0364494 , -0.999335
-0.032333 , -0.999477
-0.0280154 , -0.999607
-0.0235232 , -0.999723
-0.0188841 , -0.999822
-0.0141269 , -0.9999
-0.00928139 , -0.999957
-0.0043777 , -0.99999
0.000553454 , -1
0.0054812 , -0.999985
0.0103747 , -0.999946
0.0152033 , -0.999884
0.0199369 , -0.999801
0.024546 , -0.999699
0.0290019 , -0.999579
0.0332771 , -0.999446
0.0373453 , -0.999302
0.0411815 , -0.999152
0.0447625 , -0.998998
0.0480663 , -0.998844
0.0510733 , -0.998695
0.0537652 , -0.998554
0.0561262 , -0.998424
0.0581422 , -0.998308
0.0598012 , -0.99821
0.0610937 , -0.998132
0.0620119 , -0.998075
0.0625505 , -0.998042
0.0627065 , -0.998032
0.0624789 , -0.998046
0.0618691 , -0.998084
0.0608805 , -0.998145
0.0595191 , -0.998227
0.0577929 , -0.998329
0.0557118 , -0.998447
0.0532884 , -0.998579
0.0505369 , -0.998722
0.0474738 , -0.998872
0.0441173 , -0.999026
0.0404879 , -0.99918
0.0366073 , -0.99933
0.0324994 , -0.999472
0.0281892 , -0.999603
0.0237033 , -0.999719
0.0190695 , -0.999818
0.0143165 , -0.999898
0.00947384 , -0.999955
0.00457187 , -0.99999
-0.000358786 , -1
-0.00528726 , -0.999986
-0.0101827 , -0.999948
-0.0150144 , -0.999887
-0.0197523 , -0.999805
-0.0243669 , -0.999703
-0.0288294 , -0.999584
-0.0331122 , -0.999452
-0.0371891 , -0.999308
-0.0410349 , -0.999158
-0.0446263 , -0.999004
-0.0479415 , -0.99885
-0.0509605 , -0.998701
-0.0536652 , -0.998559
-0.0560395 , -0.998429
-0.0580693 , -0.998313
-0.0597427 , -0.998214
-0.0610497 , -0.998135
-0.0619828 , -0.998077
-1 , -0
-0.980785 , -0.19509
-0.92388 , -0.382683
-0.83147 , -0.55557
-0.707107 , -0.707107
-0.55557 , -0.83147
-0.382683 , -0.92388
-0.19509 , -0.980785
-6.12323e-17 , -1
0.19509 , -0.980785
0.382683 , -0.92388
0.55557 , -0.83147
0.707107 , -0.707107
0.83147 , -0.55557
0.92388 , -0.382683
0.980785 , -0.19509
1 , -1.22465e-16
0.980785 , 0.19509
0.92388 , 0.382683
0.83147 , 0.55557
0.707107 , 0.707107
0.55557 , 0.83147
0.382683 , 0.92388
0.19509 , 0.980785
1.83697e-16 , 1
-0.19509 , 0.980785
-0.382683 , 0.92388
-0.55557 , 0.83147
-0.707107 , 0.707107
-0.83147 , 0.55557
-0.92388 , 0.382683
-0.980785 , 0.19509
