0.430853 , -1.01684
0.420865 , -1.01908
0.440842 , -1.01453
0.410878 , -1.02125
0.45083 , -1.01216
0.40089 , -1.02333
0.460818 , -1.00975
0.390903 , -1.02532
0.470807 , -1.0073
0.380916 , -1.02721
0.480797 , -1.00481
0.37093 , -1.029
0.490786 , -1.00231
0.360944 , -1.03067
0.500776 , -0.999805
0.350958 , -1.03222
0.510766 , -0.997296
0.340972 , -1.03364
0.520757 , -0.994798
0.330986 , -1.03493
0.530747 , -0.99232
0.321001 , -1.03609
0.540739 , -0.989873
0.311016 , -1.0371
0.55073 , -0.987465
0.301032 , -1.03796
0.560722 , -0.985107
0.291047 , -1.03868
0.570714 , -0.982807
0.281063 , -1.03924
0.580706 , -0.980575
0.271079 , -1.03965
0.590699 , -0.978419
0.261096 , -1.0399
0.600692 , -0.976348
0.251112 , -1.04
0.610685 , -0.974371
0.241129 , -1.03994
0.620678 , -0.972494
0.231146 , -1.03972
0.630672 , -0.970726
0.221163 , -1.03935
0.640666 , -0.969073
0.211181 , -1.03882
0.65066 , -0.967542
0.201198 , -1.03813
0.660655 , -0.966139
0.191216 , -1.0373
0.67065 , -0.964869
0.181234 , -1.03632
0.680645 , -0.963738
0.171252 , -1.0352
0.690641 , -0.96275
0.16127 , -1.03394
0.700636 , -0.961909
0.151289 , -1.03255
0.710632 , -0.961217
0.141307 , -1.03103
0.720628 , -0.960679
0.131326 , -1.02939
0.730625 , -0.960296
0.121345 , -1.02763
0.740622 , -0.960069
0.111364 , -1.02576
0.750618 , -0.96
0.101383 , -1.02379
0.760616 , -0.960089
0.0914022 , -1.02173
0.770613 , -0.960335
0.0814215 , -1.01958
0.780611 , -0.960738
0.0714408 , -1.01736
0.790608 , -0.961295
0.0614603 , -1.01507
0.800606 , -0.962005
0.0514798 , -1.01271
0.810604 , -0.962865
0.0414993 , -1.01031
0.820603 , -0.963872
0.0315189 , -1.00787
0.830601 , -0.965021
0.0215385 , -1.0054
0.8406 , -0.966308
0.0115582 , -1.0029
0.850599 , -0.967728
0.00157787 , -1.0004
0.860597 , -0.969275
0.870597 , -0.970944
0.880596 , -0.972727
0.890595 , -0.974618
0.900594 , -0.97661
0.910594 , -0.978693
0.920594 , -0.980861
0.930593 , -0.983104
0.940593 , -0.985414
0.950593 , -0.987781
0.960593 , -0.990197
0.970593 , -0.992651
0.980593 , -0.995134
0.990593 , -0.997637
1.00059 , -1.00015
1.01059 , -1.00266
1.02059 , -1.00516
1.03059 , -1.00764
1.04059 , -1.01009
1.05059 , -1.0125
1.06059 , -1.01486
1.07059 , -1.01717
1.08059 , -1.0194
1.09059 , -1.02156
1.10059 , -1.02363
1.11059 , -1.02561
1.12059 , -1.02749
1.13059 , -1.02926
1.14059 , -1.03091
1.15059 , -1.03245
1.16059 , -1.03385
1.17059 , -1.03512
1.18058 , -1.03626
1.19058 , -1.03724
1.20058 , -1.03809
1.21058 , -1.03878
1.22058 , -1.03932
1.23057 , -1.0397
